9:7:h;14:4:s;4:12:g;3:0:z;6:9:v;10:10:t
3:9:q;10:7:b;3:11:a;8:9:g;6:4:q;13:14:t
6:4:h;14:0:y;5:14:p;2:7:v;1:0:t;12:14:s
3:4:b;14:7:l;2:10:q;2:6:j;5:0:q;12:11:q
5:0:m;13:0:r;6:14:e;0:7:o;2:6:c;13:14:a
7:6:v;11:5:c;1:10:x;8:7:q;9:0:r;12:10:x
4:2:k;14:2:u;6:12:q;9:8:j;4:7:b;12:14:z
4:8:m;12:3:k;6:14:a;5:0:y;9:9:v;11:13:t
3:9:u;14:3:z;0:12:c;2:8:p;6:8:g;13:13:r
1:7:y;10:1:k;5:11:y;9:1:q;8:2:z;12:10:q
5:5:f;13:6:x;9:12:m;8:4:q;3:9:i;13:14:i
1:2:f;10:7:h;1:12:h;0:1:a;9:2:v;10:11:i
4:5:o;12:0:g;4:12:q;1:5:j;3:4:j;10:12:s
4:4:b;13:2:x;6:10:r;9:5:g;2:9:d;13:13:g
9:3:k;10:5:k;7:13:w;8:9:j;3:1:w;13:10:r
7:2:w;10:9:d;4:14:t;3:6:m;8:1:n;11:14:f
8:1:r;11:2:f;8:11:x;6:7:w;1:8:x;10:13:n
1:8:d;10:0:t;5:10:t;3:0:e;3:5:s;11:14:n
2:4:e;14:1:s;8:13:q;7:7:x;3:5:p;11:10:u
6:8:o;10:1:j;3:11:p;0:0:h;7:1:g;10:13:c
4:8:o;13:4:x;1:11:j;4:8:i;4:0:u;13:14:h
7:1:j;12:2:u;6:12:b;8:4:c;8:6:x;10:10:s
3:1:m;14:1:f;0:12:k;1:4:n;9:9:q;11:10:t
4:1:g;12:7:h;8:14:y;7:7:z;4:3:s;11:11:g
4:3:e;13:1:k;1:14:j;2:8:a;5:2:k;11:14:b
9:3:u;13:8:z;1:14:u;0:2:a;1:0:i;14:14:c
6:2:e;13:9:e;5:14:k;5:8:k;3:5:r;14:11:q
2:3:v;11:2:i;3:11:v;5:7:w;2:1:j;13:13:u
7:0:v;11:3:z;8:13:n;1:7:y;4:2:l;14:11:l
7:1:a;10:1:x;0:12:a;7:5:q;3:3:w;14:10:g
4:4:h;11:0:o;0:10:n;0:2:a;4:1:u;11:12:r
0:5:g;12:3:w;2:11:q;9:4:e;0:7:a;13:12:u
7:0:o;12:3:y;3:12:e;2:6:r;0:1:m;11:14:s
7:7:l;11:0:w;2:10:w;6:1:m;7:2:j;14:13:a
1:8:q;14:7:n;8:12:f;5:2:z;9:6:h;11:12:a
7:3:r;11:2:b;1:11:s;3:3:b;9:2:c;12:12:o
4:5:o;11:9:e;0:13:m;6:0:y;6:0:i;12:10:p
7:0:y;10:7:h;5:10:r;6:7:n;2:6:o;10:13:o
4:2:b;14:2:s;2:14:g;1:6:z;9:0:p;12:12:e
1:7:u;12:7:x;6:12:l;0:4:p;9:8:p;10:13:z
1:3:l;11:8:v;1:11:o;6:7:g;3:3:i;10:14:h
1:9:b;12:8:c;5:13:i;9:0:k;5:2:d;11:12:g
9:7:k;13:0:w;5:12:z;0:6:p;3:2:m;11:11:w
4:3:a;12:4:u;2:10:x;2:0:g;6:8:o;10:14:d
1:7:c;12:5:u;3:14:u;5:5:o;6:4:o;14:13:l
9:8:k;13:2:e;6:13:p;6:9:c;9:1:w;11:12:i
6:0:a;14:9:u;9:10:l;2:8:n;7:4:c;14:14:l
7:9:f;12:2:z;0:12:z;9:4:b;1:8:n;11:14:p
0:5:y;13:7:m;5:11:d;9:4:r;9:9:b;10:10:q
4:5:d;12:5:t;3:10:l;2:3:s;4:1:o;11:10:n
4:2:f;11:3:z;4:12:c;6:3:h;3:6:w;10:12:c
7:6:g;10:3:f;1:10:x;9:9:w;5:1:c;13:10:r
1:7:c;11:8:s;6:10:c;0:5:t;1:1:n;10:13:z
4:5:o;14:0:g;1:14:s;1:7:y;4:3:v;10:12:y
5:6:p;14:2:e;4:13:j;2:9:c;1:7:y;13:10:n
6:3:a;12:6:r;2:12:r;5:7:t;8:6:d;14:13:s
3:5:m;13:4:m;9:11:c;1:0:u;2:1:w;10:13:d
8:7:y;11:5:v;6:11:e;3:0:d;2:9:p;11:12:r
9:9:p;12:0:a;4:12:r;7:6:d;1:6:n;11:13:l
3:1:u;12:5:j;3:12:y;6:5:a;8:2:v;12:13:t
0:3:q;12:3:y;0:13:o;7:4:l;0:8:q;14:14:c
4:5:v;14:9:k;1:13:h;8:3:y;3:1:x;13:10:u
6:9:v;13:3:l;6:13:o;3:4:h;2:6:c;11:10:p
5:9:k;14:6:r;3:11:m;5:6:m;1:1:y;13:12:e
5:8:r;12:1:x;8:13:b;6:9:c;2:5:l;14:13:y
8:5:m;11:8:q;7:14:i;2:5:u;1:6:u;13:10:m
0:1:k;14:6:w;6:14:v;1:1:l;4:4:z;12:13:c
5:1:t;13:5:n;7:13:m;1:1:c;7:2:v;12:10:k
6:6:l;11:8:w;9:13:r;2:1:a;8:5:o;11:12:j
9:9:k;11:4:a;7:13:z;3:7:h;3:1:n;13:10:m
5:9:s;10:5:w;2:14:k;4:1:y;5:1:q;11:13:y
6:5:g;13:3:b;1:12:l;4:9:n;9:5:m;11:14:e
2:9:o;13:6:h;1:14:d;6:8:c;9:5:k;10:13:c
3:7:a;12:6:g;9:10:b;2:7:n;2:7:b;11:14:t
9:5:l;11:2:n;5:13:n;4:7:i;0:6:q;10:14:q
8:5:c;14:9:b;2:13:i;4:4:m;3:9:h;11:10:a
5:6:n;10:7:g;9:13:h;0:6:u;3:5:h;11:11:v
1:1:e;10:6:l;2:11:b;5:1:n;6:5:l;14:13:h
0:2:m;11:0:b;9:12:e;9:0:m;4:3:k;14:13:n
8:7:r;14:0:o;0:11:p;6:6:a;3:9:g;10:12:n
6:5:o;13:5:c;0:14:b;4:3:l;4:9:n;11:13:e
6:8:l;12:6:w;9:10:w;7:3:c;0:6:c;14:13:u
4:8:w;13:9:k;6:10:m;6:8:g;6:0:p;11:11:e
6:8:h;12:1:h;9:10:e;9:4:r;0:1:d;12:11:r
9:8:b;10:0:r;9:10:e;5:8:x;9:0:q;10:10:n
4:8:f;12:6:a;4:11:x;2:9:p;5:9:j;14:12:x
9:5:w;12:7:o;5:12:o;4:1:u;0:9:b;10:11:h
7:8:w;10:6:m;0:13:m;1:0:s;4:3:z;13:13:f
4:8:x;14:2:h;4:13:t;2:9:u;5:6:o;10:10:r
8:4:m;12:9:l;2:11:b;7:0:m;2:8:d;11:10:p
9:7:q;14:6:j;6:13:i;0:6:o;3:9:f;10:11:i
3:6:u;10:9:q;5:14:o;8:2:k;3:8:q;12:13:h
0:3:x;13:2:t;6:14:y;8:5:v;3:2:g;11:13:n
6:7:a;10:5:l;3:11:b;7:0:b;9:6:y;13:11:h
4:6:u;13:8:l;8:11:k;7:1:v;9:9:n;13:12:d
2:9:i;12:9:x;2:14:b;0:5:p;7:0:p;11:11:q
6:1:r;14:0:v;7:10:p;8:3:i;2:1:t;10:14:s
6:1:m;12:2:s;5:10:v;5:4:b;1:2:q;11:11:b
7:2:b;13:0:u;7:12:j;0:9:m;0:5:j;11:12:q
6:6:d;11:7:a;3:12:d;6:0:z;7:8:f;14:10:j
3:3:x;12:9:n;8:13:k;0:0:u;9:9:l;10:13:i
1:9:q;10:0:g;2:12:p;1:6:s;4:0:g;12:12:q
8:7:e;14:1:m;6:13:f;8:2:w;4:8:x;14:10:f
6:9:g;10:3:z;4:12:q;8:7:c;5:5:k;14:12:y
1:2:p;13:6:c;3:13:y;0:6:s;7:0:m;13:14:s
5:3:o;14:0:m;1:12:g;5:2:g;3:0:w;12:10:k
8:8:j;11:4:b;8:13:b;5:8:t;4:3:r;11:11:g
9:4:a;11:9:v;9:12:r;1:3:a;2:1:b;12:14:p
5:8:l;12:5:a;4:10:v;4:6:q;3:7:y;12:12:y
9:2:z;10:9:c;5:10:g;1:7:f;2:1:k;13:13:z
6:9:z;14:7:w;5:12:j;2:1:d;9:8:h;14:12:q
4:5:x;11:3:v;6:10:y;8:2:e;9:5:q;12:12:a
5:5:a;14:0:f;4:12:m;4:5:u;0:8:q;10:11:t
5:6:x;11:3:t;6:11:k;8:0:h;7:3:k;11:14:f
8:1:x;13:7:g;1:13:i;9:6:d;4:5:l;12:12:c
9:1:e;14:2:u;7:12:t;6:1:c;1:2:z;13:14:u
2:0:m;13:7:d;3:11:b;6:0:d;2:7:n;10:14:n
3:7:m;10:1:f;8:10:o;9:6:k;9:1:f;11:13:t
3:8:y;13:8:o;3:12:r;2:1:i;0:2:z;13:12:g
5:2:s;13:7:o;7:12:l;8:4:h;1:0:z;11:11:l
6:9:l;14:5:h;2:10:q;1:6:d;6:6:h;14:14:j
4:7:i;14:1:v;2:10:i;3:9:v;6:9:h;13:10:q
1:1:n;12:0:r;6:11:b;3:9:y;4:3:m;11:13:h
5:2:n;11:5:i;5:12:t;3:6:k;1:1:y;13:14:r
6:4:m;13:0:e;8:14:n;7:7:f;6:2:i;14:10:g
7:1:e;11:4:l;0:14:j;6:3:g;5:7:g;12:14:r
3:6:g;13:2:d;0:11:v;0:7:s;4:7:r;10:13:a
5:0:h;10:9:m;3:13:o;5:2:u;5:0:l;14:12:u
5:6:n;13:7:c;0:12:d;2:7:b;1:5:s;11:12:z
9:0:p;11:5:a;4:10:v;7:1:n;2:5:k;13:14:v
6:2:g;14:1:g;5:10:g;9:2:z;4:5:z;13:12:m
3:6:v;13:4:d;5:11:b;2:0:n;2:5:y;14:10:r
1:3:f;12:4:c;7:10:j;0:9:i;1:9:w;12:12:c
2:4:x;10:6:y;0:14:z;8:1:h;6:1:i;12:13:q
2:7:c;11:9:l;3:12:n;4:5:x;4:5:y;10:13:v
6:7:d;10:6:j;4:14:f;8:1:w;5:4:q;14:13:p
9:6:s;13:8:n;0:14:b;0:5:u;3:8:x;13:14:n
0:4:e;11:7:r;1:12:p;3:5:a;7:4:l;10:13:t
8:8:x;11:4:a;4:10:g;8:5:v;3:4:y;10:13:y
0:2:s;10:3:r;6:10:p;0:9:y;1:0:n;12:14:u
7:8:v;14:8:e;3:13:k;9:5:t;7:2:t;12:10:t
7:3:r;11:6:f;1:10:z;9:3:d;5:0:j;12:11:v
7:0:i;13:8:s;2:11:s;6:0:i;5:7:p;11:11:m
0:1:v;10:1:q;8:11:n;6:6:b;7:7:t;11:12:y
2:3:f;13:7:z;4:13:x;7:3:q;4:7:y;14:14:s
7:2:q;11:2:y;5:11:k;2:1:g;9:5:w;10:14:w
3:4:u;11:7:x;0:10:m;3:2:v;8:5:y;10:11:h
5:6:e;11:8:m;1:10:k;7:7:p;9:6:f;10:13:b
5:6:c;12:1:y;9:10:h;2:7:v;6:9:j;13:13:x
0:9:h;12:8:d;3:13:o;8:1:c;4:7:w;11:10:c
5:4:y;10:0:d;7:13:s;0:4:n;7:6:w;10:11:f
3:8:g;13:4:x;6:10:g;1:1:p;3:6:s;13:11:y
5:5:n;11:2:p;6:13:e;6:2:m;0:5:a;12:11:f
5:0:d;12:9:p;8:12:w;3:3:i;2:4:w;10:12:t
1:7:d;11:2:g;5:14:z;6:8:k;7:2:n;11:13:v
1:3:x;14:7:o;1:12:f;7:6:s;2:3:w;13:11:i
3:9:r;10:6:f;4:10:t;0:3:e;7:4:t;11:11:n
5:5:z;12:5:a;4:12:a;5:6:r;2:0:w;14:10:d
2:6:k;10:0:s;2:12:i;2:4:s;3:1:v;12:13:v
0:5:j;11:3:t;1:12:f;4:1:l;3:8:z;11:10:q
3:6:a;10:3:e;5:13:c;0:5:b;0:9:d;13:14:o
2:0:j;14:3:c;7:13:g;7:4:z;2:8:z;10:13:x
2:1:y;13:2:z;1:10:y;5:2:n;3:2:a;13:11:h
0:1:i;13:7:h;1:13:p;1:8:h;9:9:x;10:11:i
2:5:k;14:9:t;3:10:m;4:4:v;0:7:n;11:13:i
4:9:c;11:5:r;4:13:c;1:3:t;9:1:l;10:10:s
7:2:r;10:6:e;1:10:t;6:7:y;0:4:g;12:14:h
3:7:z;11:6:z;1:12:k;1:0:x;7:3:y;11:14:a
8:9:k;13:3:z;9:11:z;5:0:i;7:6:p;11:12:o
0:2:o;13:9:c;8:11:b;7:8:p;6:9:b;12:10:u
0:7:t;13:6:o;0:12:o;5:0:a;9:1:p;12:12:j
9:5:p;10:3:f;4:10:t;0:6:e;0:0:z;11:10:g
8:5:z;10:9:x;0:11:p;0:3:a;5:7:f;13:13:k
0:0:r;14:4:s;6:13:z;3:6:f;2:3:i;10:13:t
2:5:f;12:9:l;5:11:p;8:4:i;0:9:g;10:14:f
6:7:m;10:6:r;3:10:f;5:0:k;9:1:a;10:11:a
7:6:y;13:8:d;4:13:c;4:4:f;7:3:f;10:12:i
7:6:j;12:0:y;0:12:s;5:1:e;5:9:s;11:11:n
2:3:a;14:6:x;8:12:p;2:2:d;5:9:g;14:11:b
9:0:o;12:7:a;0:11:b;1:7:k;9:7:x;11:11:j
0:8:y;11:9:m;5:10:t;6:9:v;2:9:o;12:10:t
3:5:l;13:5:r;4:14:e;1:3:p;2:4:f;10:11:k
0:9:j;11:8:c;3:13:k;1:0:v;6:8:y;13:11:a
2:4:c;10:4:u;1:10:t;5:7:n;2:2:x;11:10:a
7:9:w;12:0:w;1:13:w;6:8:j;6:4:e;10:14:b
0:7:h;11:5:m;3:11:d;1:2:t;0:3:x;14:11:u
5:4:k;10:5:p;9:12:n;4:6:g;7:4:y;10:12:h
1:1:q;14:2:z;1:14:h;4:1:f;8:8:n;12:10:j
8:1:m;10:3:n;9:10:u;6:0:l;2:0:h;11:14:u
6:0:h;13:6:y;0:11:m;8:8:s;2:7:k;13:13:g
7:9:m;14:1:a;8:13:f;9:2:c;9:8:w;14:11:l
2:0:c;13:4:r;1:11:a;6:9:v;8:9:o;14:14:w
8:7:y;13:3:u;5:12:l;3:9:t;2:0:v;10:12:i
3:7:b;13:3:w;6:10:i;0:2:e;5:1:x;14:11:k
7:2:i;12:2:g;2:11:a;1:1:t;5:9:a;14:13:a
7:7:s;14:4:r;6:11:j;4:6:o;4:3:d;14:11:b
9:5:d;11:8:o;3:11:a;9:0:f;5:0:c;14:13:w
7:7:j;12:6:w;1:12:e;7:0:y;2:6:r;11:13:e
8:3:m;14:6:p;1:10:c;5:4:d;7:2:z;11:10:g
7:3:x;12:0:n;6:10:g;9:9:u;0:5:v;14:12:e
1:8:n;11:5:f;9:11:b;3:0:j;0:3:y;11:13:y
8:3:x;10:4:x;5:11:p;4:8:p;6:1:d;10:14:q
5:2:m;10:0:d;7:14:p;3:6:g;0:2:p;13:11:a
8:7:f;14:2:o;0:10:o;1:6:q;0:8:p;10:14:b
8:2:s;14:7:g;9:12:g;7:4:y;4:0:q;12:11:l
0:2:i;11:5:u;7:12:g;7:7:g;0:6:o;11:10:e
7:1:r;11:6:x;0:10:n;2:9:b;0:9:y;11:13:k
0:3:i;10:5:k;7:10:i;7:1:e;8:7:c;10:12:x
4:3:s;14:9:t;4:10:m;4:3:s;2:1:p;14:12:c
0:5:j;13:1:i;7:10:v;5:7:i;6:3:a;13:10:m
7:1:c;10:5:l;4:14:s;5:7:m;5:1:w;12:11:e
2:4:r;13:5:l;8:10:h;8:7:t;1:3:k;12:11:a
3:1:m;11:9:g;8:13:m;1:7:m;0:2:s;13:11:m
0:4:v;10:1:v;5:14:y;5:6:a;9:0:y;10:14:w
3:4:h;11:2:l;3:13:q;2:8:e;4:7:x;12:14:w
4:6:i;13:4:s;5:11:b;2:0:j;7:4:c;14:10:s
6:6:r;13:0:s;0:11:u;9:0:e;3:4:c;10:11:m
9:3:q;11:4:n;5:11:z;3:5:u;6:6:o;13:13:z
9:6:l;12:3:b;1:13:g;8:6:a;6:9:f;13:13:g
5:0:t;10:3:y;2:14:p;1:5:u;7:9:i;11:10:e
2:8:p;12:0:z;8:14:n;3:9:p;6:3:i;12:14:i
5:2:i;13:1:t;0:12:t;7:7:g;0:1:f;13:14:p
2:5:u;13:6:y;9:12:y;8:9:p;5:9:n;10:13:e
9:8:j;14:5:i;3:14:s;8:3:t;5:0:l;14:12:r
6:0:d;12:6:s;4:13:u;5:7:z;3:7:r;12:11:h
2:4:k;11:9:w;8:10:g;1:6:z;9:1:v;11:14:d
1:0:o;13:7:u;8:11:e;8:1:m;3:3:a;11:14:n
7:0:i;12:1:r;6:11:c;4:8:o;1:2:x;10:13:p
5:1:l;10:8:f;3:13:n;7:0:r;0:1:c;10:11:h
6:4:o;13:6:b;1:10:r;9:2:g;4:0:o;11:11:e
3:9:a;10:0:z;7:14:j;1:3:j;3:1:e;12:10:v
8:4:x;13:1:j;1:14:l;8:6:q;5:8:u;10:11:j
1:9:e;14:5:l;1:12:f;2:4:u;3:0:d;12:14:f
1:8:b;12:6:a;7:12:b;7:8:h;5:6:u;11:11:e
4:5:t;11:8:o;0:13:g;6:1:w;6:2:j;10:13:j
4:7:j;10:2:x;8:14:f;4:6:j;1:3:g;12:14:i
4:8:m;12:6:t;5:12:t;4:9:g;2:1:n;11:13:w
5:6:w;14:5:k;0:13:w;7:4:e;4:7:j;11:14:l
0:1:o;11:2:t;8:12:p;6:8:v;9:2:w;13:11:k
3:8:h;14:4:j;9:10:a;5:3:v;3:7:f;13:11:u
8:1:s;10:3:s;8:13:v;2:8:r;6:8:b;11:12:l
2:1:n;12:0:l;1:12:m;1:3:b;8:8:j;12:10:z
3:5:d;13:7:d;5:14:p;9:3:x;1:7:m;13:14:v
4:4:q;12:6:x;7:14:m;1:6:g;7:3:l;13:10:s
5:1:m;14:6:z;1:13:f;6:8:m;1:2:x;13:13:n
4:0:o;11:8:k;5:13:h;1:6:u;4:8:h;12:12:u
7:4:j;12:8:f;0:11:x;9:2:n;3:5:k;14:14:h
6:1:c;12:6:h;6:12:x;7:1:p;1:0:i;13:11:e
6:8:s;10:0:g;1:11:e;2:4:o;6:3:c;11:11:k
4:0:e;14:3:i;9:11:t;2:3:k;6:0:d;12:12:s
2:4:e;11:3:r;6:12:z;1:5:k;0:5:j;14:13:u
1:1:h;13:6:d;0:10:i;4:1:g;6:6:k;14:14:p
1:4:x;11:3:s;8:11:q;0:2:e;6:2:a;12:10:c
0:8:z;12:6:b;5:12:c;6:5:q;3:3:w;13:10:s
5:6:h;11:2:p;0:13:u;0:4:z;8:9:i;14:10:g
4:5:y;13:6:n;0:13:y;0:3:q;5:3:k;11:12:l
3:2:n;11:4:g;5:11:m;2:0:b;9:9:i;12:10:x
0:1:o;10:9:g;4:10:g;0:7:k;8:1:v;12:14:r
3:7:l;10:5:m;9:11:e;6:6:u;4:2:f;11:10:w
0:9:a;12:9:a;6:13:p;2:7:f;8:1:l;13:12:e
9:6:v;11:1:x;3:10:w;9:4:q;6:6:l;14:11:k
8:5:h;14:5:w;0:11:s;4:2:d;6:6:f;11:14:i
1:8:n;13:0:d;4:12:q;8:4:y;7:9:y;14:11:y
2:8:g;13:2:i;1:13:l;2:7:d;8:0:w;14:11:v
4:7:s;11:3:h;9:12:i;2:6:i;9:0:y;14:14:w
9:5:a;14:0:e;7:10:k;2:6:n;5:7:r;10:13:t
7:2:l;12:5:n;3:14:e;8:8:s;2:6:c;12:11:i
9:4:p;11:3:d;0:10:v;9:0:z;8:9:p;11:11:c
3:4:x;10:6:a;9:13:b;2:8:s;9:6:l;12:13:v
2:5:d;10:1:p;0:11:d;6:0:l;6:6:f;11:10:m
4:5:k;13:5:c;8:14:t;8:7:b;8:1:a;10:13:w
1:7:b;12:3:q;8:11:v;4:5:c;7:9:w;14:13:q
5:1:c;11:8:w;6:12:c;5:7:k;1:8:r;10:13:l
6:7:k;12:5:g;0:14:l;6:7:t;1:5:y;12:13:j
0:7:t;14:9:m;3:10:m;2:2:p;9:6:w;12:14:o
1:1:l;14:0:x;5:12:l;0:4:l;1:6:w;13:13:d
6:2:i;13:4:u;4:13:b;1:2:k;6:9:l;10:14:f
3:6:h;12:9:g;1:13:m;6:6:e;5:0:t;13:12:t
0:5:h;11:1:f;5:10:i;6:3:r;3:3:x;14:12:r
8:0:j;13:5:m;6:10:s;6:1:q;5:8:b;11:13:t
8:8:i;10:9:o;5:11:e;4:6:v;9:3:p;13:10:o
3:1:c;11:4:o;1:11:r;1:3:n;4:4:t;10:12:d
2:8:y;11:6:t;0:10:e;4:2:f;9:8:k;13:12:n
7:2:u;12:2:w;2:13:f;9:7:a;4:3:o;11:13:s
2:8:x;11:0:b;6:10:g;1:3:i;6:1:z;14:13:t
0:5:x;12:3:a;7:12:d;1:2:w;9:0:s;13:13:i
9:5:q;13:7:r;8:11:h;9:2:a;8:9:v;13:10:l
2:9:q;12:1:q;4:10:z;8:7:v;0:6:b;14:12:d
0:2:l;13:0:w;7:12:p;9:8:n;8:7:p;12:11:i
0:9:a;14:1:u;3:12:u;8:2:q;9:2:x;14:12:j
1:0:v;10:3:k;0:13:o;7:5:b;6:4:y;14:12:y
0:9:j;12:8:p;7:12:l;9:9:i;5:3:b;12:13:e
0:1:g;10:7:z;9:14:o;8:4:a;5:1:i;10:10:t
2:8:k;11:5:r;6:11:a;4:9:h;2:9:h;10:13:h
8:3:v;10:1:n;0:14:o;5:5:k;5:3:x;12:10:p
5:6:i;12:9:h;7:11:g;8:3:x;9:0:r;12:14:z
6:9:h;11:0:c;7:14:v;3:5:i;3:4:c;13:10:p
0:7:x;12:9:e;2:14:a;3:6:p;7:1:k;14:11:a
6:1:g;14:2:k;7:11:t;1:3:o;8:8:e;11:13:t
7:2:i;13:0:b;8:14:i;4:6:e;6:2:b;12:12:h
5:3:y;10:7:d;3:14:b;7:7:k;5:1:x;10:13:n
3:8:d;10:0:s;9:11:f;2:2:r;6:1:x;14:12:c
2:0:y;11:1:h;8:12:t;1:1:z;5:2:q;14:10:v
7:8:b;12:0:g;0:11:p;5:8:n;7:6:b;13:14:e
7:1:v;13:6:k;9:13:g;0:0:g;5:1:h;13:14:p
8:4:o;13:8:g;5:12:v;0:1:f;0:9:c;13:11:v
4:6:o;13:0:w;2:14:j;5:8:o;5:3:f;12:13:j
4:1:d;13:4:c;6:10:g;1:9:v;1:2:n;14:14:w
9:4:m;12:0:c;4:11:a;6:1:l;1:3:i;13:12:h
4:8:p;14:6:k;3:12:f;9:2:k;4:5:m;11:13:h
7:5:y;11:1:k;0:11:b;2:6:v;7:1:z;13:10:k
2:4:y;12:3:r;0:13:o;4:9:m;2:4:a;10:13:k
3:9:r;11:0:a;4:10:l;5:6:u;4:7:l;12:13:o
8:6:e;14:0:f;6:11:d;5:5:b;2:3:k;14:12:c
2:7:u;10:6:o;9:11:s;1:0:f;5:4:u;10:11:e
0:4:c;10:7:q;1:14:e;8:0:r;4:5:p;12:11:a
4:7:y;14:0:l;2:10:t;1:6:n;1:7:t;13:14:j
1:5:k;14:5:y;2:14:j;0:7:r;0:4:a;11:13:a
6:1:x;12:5:f;8:13:l;0:1:n;6:4:e;10:11:a
2:2:c;12:9:d;3:10:u;4:4:d;4:0:q;12:12:i
6:1:c;14:2:d;2:10:b;5:8:e;0:0:k;10:11:q
3:1:g;13:5:d;8:11:q;5:0:b;7:3:z;14:13:q
0:9:s;10:2:q;0:10:s;3:6:d;0:7:q;10:12:w
1:3:s;11:1:m;8:11:m;6:2:r;8:7:c;13:13:b
7:5:e;12:2:i;6:10:n;1:0:g;8:6:t;14:11:v
3:7:i;11:0:a;9:13:c;4:6:x;6:6:z;14:11:g
9:7:l;14:7:k;8:10:a;7:6:r;2:6:m;13:12:a
9:8:y;13:3:i;8:11:p;6:8:s;8:7:j;13:10:a
8:6:a;14:7:u;0:14:c;3:3:h;4:4:x;14:12:m
2:6:x;13:0:f;5:11:i;6:1:y;2:3:v;13:12:n
7:8:x;13:5:p;1:14:v;9:9:s;5:8:y;13:14:r
5:4:d;14:0:u;0:11:r;6:3:j;4:9:g;13:11:y
7:0:d;12:1:x;4:13:x;8:3:v;3:0:g;10:12:b
7:7:j;11:5:o;6:11:w;2:4:p;1:2:v;13:14:c
4:0:g;10:2:b;9:11:s;7:8:a;1:3:e;11:14:d
6:0:w;10:4:z;0:14:n;0:4:f;9:4:e;13:13:v
6:5:f;10:3:u;2:14:o;4:5:z;6:6:g;14:12:p
8:0:x;14:5:f;2:14:n;9:7:y;3:6:e;13:10:y
6:3:q;11:2:w;3:13:w;8:4:o;4:2:e;14:11:c
7:9:u;11:9:b;1:11:b;4:4:k;8:8:e;13:14:x
6:6:n;12:8:h;6:12:e;6:5:g;9:1:w;11:12:f
3:1:g;13:1:r;1:12:v;1:1:u;3:3:s;10:13:o
9:7:m;12:7:b;4:12:q;5:6:y;6:1:y;10:12:b
4:7:s;14:9:q;5:14:v;4:6:k;1:9:t;13:14:v
3:3:x;12:4:m;1:12:d;6:8:n;2:2:h;14:13:h
5:9:z;13:6:q;5:11:l;7:4:i;2:7:w;13:10:k
3:5:p;11:2:l;2:12:u;0:9:v;7:3:r;11:10:o
6:8:e;11:6:l;8:13:k;3:8:c;6:2:i;11:11:o
5:5:j;10:8:f;7:14:a;8:3:h;3:4:o;10:11:b
9:1:q;14:6:g;9:12:z;2:3:u;4:0:w;11:12:l
4:7:h;13:6:n;1:12:d;6:8:u;5:8:x;10:11:u
5:3:h;14:0:p;7:14:f;1:5:h;1:9:w;11:10:h
7:5:y;12:6:l;8:14:l;9:3:u;5:3:g;11:14:s
0:7:k;14:0:g;5:14:t;9:2:v;5:4:g;13:14:i
7:8:q;11:2:y;0:13:y;5:4:q;8:8:x;13:12:v
3:4:c;11:5:s;3:10:f;4:8:s;1:9:y;10:13:u
7:9:x;10:5:j;3:13:k;1:0:f;2:5:t;12:14:c
0:3:u;11:1:a;0:10:j;2:4:h;5:4:d;14:10:q
0:3:l;10:8:d;1:13:v;9:6:b;9:8:r;13:13:w
6:9:b;13:6:k;2:11:p;4:5:p;2:7:v;11:12:l
6:4:h;13:7:k;8:10:r;9:4:t;7:3:o;13:13:c
6:3:p;11:2:v;9:12:v;2:5:f;2:3:x;10:11:f
2:8:h;13:3:w;1:11:s;6:3:b;6:7:q;13:12:e
3:3:e;14:9:p;2:10:e;1:8:p;2:7:x;13:11:u
1:7:o;14:5:a;1:14:n;6:6:g;9:6:i;13:14:n
7:0:b;11:7:g;1:11:v;7:8:h;4:9:d;13:10:b
4:8:s;10:4:e;9:11:b;5:8:t;6:0:i;12:12:b
6:7:y;13:5:v;2:13:c;8:0:w;3:8:m;13:12:p
4:6:u;11:7:x;4:14:m;0:4:f;2:5:p;13:14:a
9:4:a;14:8:n;5:11:p;3:8:a;5:5:r;10:12:v
7:6:w;11:1:g;8:13:a;4:2:k;9:0:o;11:11:b
2:0:s;13:3:c;5:14:i;3:1:o;5:3:g;13:10:o
3:0:s;13:8:x;3:11:e;4:7:i;9:8:w;10:13:l
7:0:w;14:4:z;4:11:f;7:8:z;7:3:d;11:14:i
4:6:e;12:4:d;4:10:i;4:5:c;4:3:f;11:10:f
2:2:v;14:4:y;2:10:u;6:9:y;1:9:s;12:13:z
7:4:s;13:6:d;7:10:x;0:9:b;2:2:d;14:12:x
1:7:n;14:3:f;4:12:t;2:1:k;3:5:j;13:13:j
4:1:k;12:8:a;5:12:y;8:1:b;4:1:a;11:13:u
0:0:l;10:9:c;4:14:d;1:4:d;0:6:b;11:14:f
4:3:g;13:6:a;9:10:l;4:0:d;6:8:c;10:14:n
8:0:q;10:0:n;3:14:d;1:2:c;7:6:h;12:14:f
9:2:k;11:9:q;7:14:g;6:9:u;2:9:q;11:13:u
4:0:c;11:1:g;6:14:s;9:3:s;2:8:h;12:11:a
9:5:d;10:7:s;6:13:u;4:5:n;4:2:u;13:12:k
0:0:c;14:9:c;7:14:g;3:1:e;7:5:o;13:14:o
3:6:o;14:2:z;8:13:z;9:1:z;8:4:k;12:14:s
0:7:f;12:1:d;9:10:x;4:7:i;3:3:b;14:11:h
